# Sample generated by Stan (Automatic Differentiation Variational Inference)
# stan_version_major=2
# stan_version_minor=14
# stan_version_patch=0
lp__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,beta.31,beta.32,beta.33,beta.34,beta.35,beta.36,beta.37,beta.38,beta.39,beta.40,beta.41,beta.42,beta.43,beta.44,beta.45,beta.46,beta.47,beta.48,beta.49,beta.50,beta.51,beta.52,beta.53,beta.54,beta.55,beta.56,beta.57,beta.58,beta.59,beta.60,beta.61,beta.62,beta.63,beta.64,beta.65,beta.66,beta.67,beta.68,beta.69,beta.70,beta.71,beta.72,beta.73,beta.74,beta.75,beta.76,beta.77,beta.78,beta.79,beta.80,beta.81,beta.82,beta.83,beta.84,beta.85,beta.86,beta.87,beta.88,beta.89,beta.90,beta.91,beta.92,beta.93,beta.94,beta.95,beta.96,beta.97,beta.98,beta.99,beta.100,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,lambda.11,lambda.12,lambda.13,lambda.14,lambda.15,lambda.16,lambda.17,lambda.18,lambda.19,lambda.20,lambda.21,lambda.22,lambda.23,lambda.24,lambda.25,lambda.26,lambda.27,lambda.28,lambda.29,lambda.30,lambda.31,lambda.32,lambda.33,lambda.34,lambda.35,lambda.36,lambda.37,lambda.38,lambda.39,lambda.40,lambda.41,lambda.42,lambda.43,lambda.44,lambda.45,lambda.46,lambda.47,lambda.48,lambda.49,lambda.50,lambda.51,lambda.52,lambda.53,lambda.54,lambda.55,lambda.56,lambda.57,lambda.58,lambda.59,lambda.60,lambda.61,lambda.62,lambda.63,lambda.64,lambda.65,lambda.66,lambda.67,lambda.68,lambda.69,lambda.70,lambda.71,lambda.72,lambda.73,lambda.74,lambda.75,lambda.76,lambda.77,lambda.78,lambda.79,lambda.80,lambda.81,lambda.82,lambda.83,lambda.84,lambda.85,lambda.86,lambda.87,lambda.88,lambda.89,lambda.90,lambda.91,lambda.92,lambda.93,lambda.94,lambda.95,lambda.96,lambda.97,lambda.98,lambda.99,lambda.100,tau,sigma
0,-0.952324,0.335372,0.040185,0.299121,-0.0501498,-0.515134,0.853485,-0.413196,0.261906,0.0467908,-0.0700593,1.33859,0.49984,0.598624,-0.853364,-0.578557,0.0876096,-0.409982,-0.0150234,0.422236,-0.0674855,0.0294412,-0.120867,0.00679043,-0.0931012,2.23032,-0.288252,-0.404898,-0.139644,-1.92076,-0.508088,0.055597,-0.227468,-0.444243,-0.0106213,-0.486048,-0.0167891,-0.119573,0.316451,0.177828,-0.0125058,0.4374,-0.998409,-0.0498672,0.724659,-0.0943473,0.66246,-0.300059,-0.263998,0.0364241,0.63035,-0.17659,0.291054,0.461706,-0.898238,0.346378,0.510013,-0.0810686,0.117896,0.145075,-0.387304,-0.133705,1.23482,-0.0898181,-0.268863,-0.0515388,0.483454,-0.0303021,-0.265299,-0.0801093,-0.0900878,-0.235488,-0.387432,-0.363232,0.0239082,0.643883,-0.252934,0.0906083,0.956697,-0.240191,-0.530435,-0.215305,-0.0703207,-0.360998,0.192845,-0.192206,0.169825,0.117131,-0.0884006,-0.412059,-0.028202,-0.190392,-0.486284,0.100944,1.31904,0.0735128,0.142179,0.0288932,1.30215,0.491833,0.210672,0.760504,0.967678,1.46481,0.39864,0.588923,1.49143,0.70107,0.389815,0.0535077,0.0485345,0.547863,0.678747,1.80942,2.18232,0.669525,0.137261,5.62182,0.309264,0.105537,0.0874414,0.0964063,0.890494,1.50685,0.692447,0.956913,0.350004,0.488543,0.098121,2.14921,2.13212,0.085676,0.300845,0.715532,0.195309,0.812686,0.424634,2.72026,0.975065,0.71112,0.172581,0.827147,0.890113,0.211606,0.0622537,0.458725,0.257759,0.405318,0.150497,1.12442,1.28088,2.14835,0.22148,0.389736,0.784364,0.833599,0.448665,0.244247,0.157849,0.9216,0.83731,0.127031,0.904784,0.186096,0.240483,1.96332,0.42162,0.245431,0.272326,0.570479,0.210697,0.25879,0.491745,0.914928,0.338779,0.503963,0.270501,0.0643973,0.462351,4.18096,0.515541,0.0795836,5.03364,0.657268,0.0667771,0.250384,1.02426,0.236381,0.297022,0.363432,0.408967,0.269631,0.705022,0.882695,0.514488,0.348752,0.799709,0.143993,5.36574,0.384718,1.04238,1.3246,23776.4
0,-0.677583,0.209875,-0.0998649,0.344021,0.0842419,-0.612936,0.423727,-0.204682,0.135782,-0.0784461,-0.145437,1.49053,0.481437,0.292831,-0.222043,-0.459818,-0.127221,-0.0546674,-0.300312,0.268536,0.158546,0.136777,-0.161379,0.180326,-0.421672,2.77628,0.351956,0.0465607,-0.163499,-1.17887,-1.49845,0.224762,0.00269675,-0.240473,-0.125234,-0.390867,0.0866862,-0.646299,-0.483537,0.434099,0.0107167,0.598255,-1.01064,0.0399086,0.0720335,-0.356352,0.476532,-0.325581,-0.935975,0.513702,0.944566,0.182497,-0.028279,0.167996,-0.909701,0.310993,0.245447,0.222842,0.113011,0.474628,0.103443,-0.138387,0.903276,-0.451454,-0.607664,0.233975,0.417421,0.27777,0.38423,-0.110395,-0.154601,-0.495235,-0.204061,0.0226239,-0.181738,1.43691,-0.316571,0.0571334,0.643577,-0.275558,-0.151715,0.168191,0.258452,0.080993,0.0106412,-0.181594,-0.0555828,0.193707,-0.140981,-0.434277,-0.289215,-0.153211,-0.366289,-0.341583,0.909869,-0.167611,0.253874,0.105113,1.56175,0.710525,0.335536,0.254248,0.474783,0.263367,0.127322,3.24149,0.636995,0.563275,0.327803,0.0623586,2.12267,1.3687,2.33424,0.141896,3.13439,0.247747,0.0923331,0.144567,0.929819,0.343609,0.624241,0.151963,0.0633112,0.159214,0.123063,1.61133,0.327574,0.322813,0.258005,0.654858,0.682388,0.286412,0.244035,0.365708,0.463982,0.294728,0.365727,1.16187,0.200424,0.144648,3.00536,1.69966,1.15087,0.161248,0.602064,0.283339,1.77057,0.257951,0.663228,0.0614484,0.380406,0.518427,2.57834,1.26633,1.60484,0.509705,0.732983,0.555373,0.33432,0.343723,1.08538,0.503312,0.785753,0.445026,0.0725914,0.130943,0.431149,0.49822,0.137824,0.897784,0.36974,0.543024,1.10732,0.42225,2.57681,1.74687,1.96257,0.213829,0.779119,0.755271,0.579531,0.617765,0.233084,0.46477,0.292618,1.11236,2.16829,0.264327,0.25961,1.19391,0.270846,0.372206,0.150673,1.26854,2.80342,0.22541,0.364388,0.43105,0.791822,0.194515,1.58436,1.35218,0.096172
0,-0.399969,0.185581,-0.180272,0.0385327,-0.0663351,-0.699508,1.00295,-0.427689,-0.240651,0.0459115,-0.149077,1.30132,0.363078,0.286237,-0.749979,-0.674481,-0.0114586,-0.194653,0.136997,0.479278,-0.0167262,-0.0426564,-0.31148,0.41717,-0.191419,1.98764,0.132273,0.260381,0.223042,-1.60485,-1.73043,-0.0886665,-0.034843,0.191528,0.233046,-0.262494,-0.241103,-1.25672,-0.183097,-0.015454,0.0967997,0.378931,-0.830779,-0.340762,0.382049,0.224563,0.237168,-0.623245,-0.607551,-0.142074,0.895999,-0.28705,-0.0966241,-0.0145542,-0.722881,0.423771,0.840221,0.205463,0.308769,0.45243,-0.05712,-0.210192,1.3689,0.130377,-0.255843,-0.26892,0.418123,0.228294,0.257162,0.00776019,0.145732,0.00256095,0.0130454,-0.277523,0.000772063,0.961293,-0.316299,0.0788061,0.922951,-0.239049,-0.408919,-0.490374,0.0830303,0.276704,-0.343997,0.115179,0.278783,0.35598,0.238965,-0.423399,0.0830904,-0.411697,-0.816536,0.166866,1.21464,0.186034,0.0648364,0.287169,1.53584,0.498161,0.139818,0.282077,0.352117,0.143565,0.943287,1.44021,1.91897,2.33222,0.121682,0.850953,0.277682,0.53408,0.303739,0.606686,1.4063,0.285686,1.17851,0.416787,1.96681,1.36561,0.283408,0.386587,0.175194,0.192366,0.188143,2.68876,0.473223,0.234371,0.0806572,2.01549,1.61299,0.357185,0.221512,0.818053,0.181513,4.47072,0.0940192,0.631961,0.662951,0.175152,0.271029,1.88221,0.700115,0.178882,0.283438,0.367337,1.11151,0.333085,0.416916,1.74069,0.834048,0.774216,0.168378,0.455904,1.97581,0.300439,0.958734,0.332376,0.365773,0.843294,0.143271,0.37292,2.39709,0.135013,0.756056,0.795196,0.464923,0.316692,0.263748,0.327364,0.416415,0.765951,0.489487,0.223231,0.611183,0.813391,0.770146,0.391598,0.487189,0.684018,0.536356,0.191797,0.463134,0.610541,0.214856,0.597081,0.286596,1.07623,0.96023,1.78618,0.0202776,0.762282,0.88425,1.15342,2.92137,1.66555,0.636485,0.3878,1.02604,2.79339,0.258261,1.31389,1.59768e-10
0,-0.30158,0.180136,0.296472,0.302081,0.038375,-0.71384,0.478057,0.127212,0.147955,0.0378969,0.0399539,1.50413,0.591361,0.0589463,-0.793081,-0.77036,-0.372725,0.226197,0.100177,0.27098,-0.141058,0.254049,-0.223141,0.141171,-0.231444,2.45411,-0.0357026,-0.020371,-0.315713,-1.56696,-2.12339,0.35281,-0.304316,-0.254643,0.158691,-0.440963,-0.108435,-0.996679,-0.503894,0.178496,0.0965981,0.444231,-0.854604,0.195441,0.169059,-0.29462,0.874224,-0.359103,-0.524584,-0.0524734,0.48531,0.0506436,0.0552156,0.425393,-0.656312,0.636799,0.724735,-0.31864,0.207496,0.29167,-0.255747,-0.064244,0.944871,0.0521324,-0.200865,-0.0639176,0.32272,0.163447,0.149245,-0.13386,0.19082,0.129128,-0.164463,-0.0262455,-0.174263,0.762807,-0.400369,0.0322006,0.548759,-0.110191,-0.367992,-0.551228,-0.116258,-0.412182,-0.154196,0.513778,0.0380349,0.320998,0.136557,-0.514168,0.0223768,-0.344244,-0.360737,0.390099,2.05267,0.115578,-0.201258,0.00581338,1.43445,0.59499,0.0681016,1.4587,0.432226,0.37293,0.0564907,1.35735,1.29358,0.152383,0.13858,0.30526,1.01151,1.11067,1.30488,0.136229,1.93526,0.610081,0.0879846,0.135434,0.141526,0.472331,0.307373,0.366112,0.413746,0.681329,0.429372,1.41515,0.329565,0.0839213,0.707288,1.18841,0.897701,0.454634,0.229799,0.448564,0.188459,1.13534,1.04809,1.93468,0.955361,0.410569,0.434414,0.318478,1.10287,0.179101,0.942525,2.15644,1.43017,0.509738,0.531958,0.246231,0.756449,1.66846,0.180382,0.182641,0.654496,0.538159,0.84513,0.703953,0.17078,1.33301,1.76887,0.993181,0.357348,1.65911,0.32414,0.369703,0.878869,0.562119,0.17222,0.102853,0.160885,1.02682,0.338646,0.485874,0.135405,0.855269,0.148673,0.126699,0.763564,2.5966,0.26336,1.02083,0.0565478,0.768482,0.776236,0.0901131,0.551315,0.0982103,0.988009,0.672449,1.17875,0.932116,0.525846,0.313892,0.541867,1.57541,1.41161,0.379937,0.823093,0.9619,0.135499,1.33612,8.61509
0,-0.693727,0.0501851,-0.278333,0.289666,-0.225296,-0.824804,1.29962,0.188851,-0.103969,-0.26015,-0.0646592,1.69409,0.505978,0.0177781,-0.4739,-0.80631,-0.0474742,0.048217,0.054884,0.223216,-0.150143,0.0563841,0.244071,0.162899,-0.580845,2.64604,-0.20807,0.0890921,-0.143925,-1.80011,-1.32146,0.719003,0.0477486,-0.276674,0.0331826,-0.687161,-0.282464,-0.89673,-0.033976,-0.0432214,0.0130231,0.467993,-1.11422,-0.411809,0.407333,-0.000914727,0.643103,-0.436192,-0.671448,0.277816,0.212259,0.112952,-0.0965237,0.526599,-0.699209,0.501434,0.752541,-0.401641,0.179491,0.265776,-0.182431,-0.270058,1.20025,0.0345588,-0.216702,0.137779,0.559331,0.00324891,0.105667,-0.180195,-0.212858,-0.0466527,0.0448488,0.40354,-0.541276,0.659059,-0.0455558,-0.081117,0.814418,-0.0792429,-0.428033,-0.261995,-0.0161801,0.230241,-0.308951,0.075393,-0.123191,0.134624,-0.113054,-0.171565,-0.11654,-0.399034,-0.993467,-0.00683273,2.00023,-0.236979,0.145388,0.311884,1.34059,0.173517,0.17353,0.307276,0.782643,2.74042,0.158785,0.828285,1.29702,0.341561,0.894033,0.0615758,0.263539,0.464157,0.297144,0.532573,1.69849,0.915727,0.58672,0.111757,0.740792,0.211545,0.0414067,0.0886976,0.417749,0.377722,0.154643,1.07412,0.0383459,0.983951,0.18003,1.94059,2.31191,0.22904,0.467035,0.35379,0.0993622,0.431963,0.206852,0.44346,2.02679,0.0325058,0.643692,1.08907,0.564566,0.363484,0.307559,0.839793,0.769914,2.54537,1.4748,0.216156,0.86784,0.579619,0.077437,0.662557,1.19229,0.365582,0.497001,6.07398,1.09534,0.294805,0.16517,0.378093,1.59725,0.316188,0.215966,0.925203,1.51139,0.209374,0.58681,0.114128,0.0804805,1.98384,1.02106,0.335193,0.105375,0.542425,0.0790263,0.303598,1.44861,1.42396,0.120402,0.627191,0.874169,0.161558,0.228309,0.59547,0.102495,2.77875,0.386969,0.309151,0.472147,0.426207,0.551959,0.328406,3.28606,0.119542,0.446732,0.560659,0.624437,3.07845,0.706184,1.15038,7.78467e+06
0,-0.718904,0.381264,0.045253,0.461065,-0.174927,-0.790552,1.02608,0.702474,-0.269361,0.264057,0.0829088,1.18298,0.437312,0.428048,-0.845809,-0.451978,-0.0200299,-0.320086,0.0230457,0.328873,-0.0112181,0.242338,-0.114224,-0.00786393,-0.197588,2.2946,0.0139081,0.290441,-0.256444,-1.62869,-1.16329,0.0994612,-0.0386435,-0.546062,-0.0270356,-0.228288,-0.0182854,-0.948702,-0.206903,0.170184,0.0632757,0.552898,-1.05026,0.287413,0.431365,-0.247223,0.567745,-0.653677,0.00953191,0.0300526,0.481787,-0.263312,0.122721,0.14933,-0.991504,0.317631,0.922996,-0.136673,0.309686,0.200377,-0.0586118,-0.121854,0.687803,-0.115203,-0.37696,0.0907829,0.618123,-0.0202984,-0.225425,0.00938303,0.125497,-0.0414629,0.000762249,-0.411101,-0.428178,0.174662,-0.331984,0.121193,0.733756,-0.461281,-0.345848,-0.0491482,0.340862,-0.0662299,-0.583152,0.0775242,-0.403291,0.00416923,-0.0847442,-0.73036,0.133273,-0.386711,-0.566334,0.434777,1.51283,0.195263,-0.0420241,0.218271,1.75904,0.755617,0.103704,0.24299,0.242406,0.521583,0.679728,0.873333,2.45677,0.463354,0.062239,1.41151,0.0777364,1.94185,3.28849,0.495849,2.30489,1.22089,0.352218,0.442117,0.784108,0.484187,0.497638,1.64626,0.374104,0.045221,2.45837,0.790265,0.124882,0.385903,0.281788,1.7041,1.89077,0.264484,0.147084,1.42791,1.11359,0.798135,0.467846,0.199515,1.92438,1.17485,0.782068,1.29603,0.590767,1.68357,0.658343,0.281615,1.13494,0.751195,0.194932,0.0879223,1.40513,0.582519,0.452027,0.322813,1.03482,1.01543,2.47603,0.211194,0.41155,0.521602,2.4332,1.1382,1.31455,0.231711,0.12963,0.417034,1.50566,0.424937,0.953706,0.361935,0.503201,1.38478,0.236087,0.167637,1.18777,2.33477,0.446243,0.107492,0.801944,0.233991,1.87595,0.225395,0.0925987,0.327227,4.22292,1.93885,0.60616,0.804816,0.151724,0.418677,0.505291,0.533987,0.883897,1.13039,1.52958,1.15697,1.0266,0.411836,2.91986,1.17382,0.409525,1.48172,9.16741e+16
0,-0.236364,0.0104763,-0.133803,0.0808877,-0.204385,-0.720575,0.302154,-0.575562,-0.141291,0.0737277,0.418791,1.19235,0.520714,0.0339463,-0.766408,-0.839406,0.0575056,0.507618,-0.00219336,-0.00268427,0.0743936,0.179261,-0.102681,0.131212,-0.416934,2.42215,0.111737,0.220756,-0.329777,-1.67122,-1.7074,0.205486,-0.462614,-0.0848279,-0.085028,-0.443234,0.0390452,-1.04517,-0.0485109,-0.0816324,0.145777,0.265463,-0.884088,0.381376,-0.312987,-0.318593,0.58691,-0.694319,-0.758927,0.18017,0.576789,0.195488,0.223637,-0.0602882,-1.13543,0.239449,0.269529,-0.0450915,-0.0612446,0.0658916,-0.238573,-0.094997,1.27058,0.113921,-0.30291,0.0815597,0.560744,-0.0793298,-0.0947065,-0.130531,-0.187529,0.254865,-0.372459,-0.409576,0.00971297,1.57502,-0.0278978,-0.0801134,0.686541,-0.177664,-0.439995,-0.174701,-0.0450811,-0.0453822,0.114389,-0.0937075,-0.247456,0.0164661,-0.035049,-0.665835,0.0134323,-0.533885,-0.0937734,0.3074,1.18678,-0.112204,-0.0823271,0.214755,1.41928,0.492405,0.223154,1.92663,1.38798,0.167234,0.265051,0.417266,0.533456,0.95934,3.14823,0.496263,0.171534,1.40317,1.25452,4.73621,0.264644,1.26557,0.343648,0.205816,0.367364,0.997651,0.40373,0.592236,4.4655,0.280092,0.418383,2.79385,1.36419,0.876342,0.576326,2.56782,2.22565,0.41666,0.317676,0.694805,0.875774,1.08712,0.354975,0.956015,0.423237,0.856137,0.744976,2.23827,0.756683,0.210913,0.681395,1.01438,0.155372,3.0101,1.16318,0.616956,0.643637,0.281644,0.649759,0.565698,0.136198,8.08964,2.35249,2.21087,0.427928,0.754962,0.490307,0.161985,1.01325,0.200561,0.319497,0.146327,1.25234,0.41087,0.922576,0.126205,1.44399,0.86157,0.268821,1.2688,0.612817,1.11199,0.290134,3.442,5.10861,1.24143,0.16746,0.81799,0.552662,1.48995,0.195838,0.385619,0.544199,0.162018,0.61636,1.22251,0.466661,0.135497,0.833882,1.22828,1.5372,0.780196,0.396239,0.900961,2.6212,0.580608,0.212606,1.38033,31672.5
0,-0.804522,-0.208633,-0.131265,0.357072,0.329253,-0.647216,1.90192,0.881675,-0.340181,0.10263,-0.0252176,1.54507,0.417816,0.185776,-0.715622,-0.48966,0.0021759,-0.114736,0.176963,0.128296,0.116528,-0.286436,0.0797515,0.255562,-0.251702,2.87951,-0.39062,-0.448127,0.134509,-1.71065,-2.24219,-0.137016,0.174787,0.191962,0.443838,-0.327164,-0.280974,-0.743516,-0.509637,0.288974,0.194402,0.649704,-0.891484,0.717068,0.334378,-0.12871,0.715087,-0.284572,-0.737683,-0.0155738,0.870732,-0.222439,-0.282962,0.0428626,-0.456137,0.409388,0.787853,-0.110275,0.019329,0.299411,-0.0595743,-0.132136,1.26054,0.0364986,-0.0626904,-0.0118562,0.681772,0.279094,-0.324764,-0.194401,0.263408,-0.0260809,-0.372874,-0.310136,-0.0432896,0.998722,-0.370522,0.226865,0.627877,-0.296983,-0.590276,0.192726,0.100199,-0.0161438,-0.158117,0.0393405,0.013823,0.33219,-0.0886878,-0.463195,-0.0718891,-0.0948906,-0.349826,0.460663,1.41951,0.237336,0.231417,0.145126,1.53993,0.374247,-0.22294,0.846107,0.662499,0.586108,0.0837076,0.593319,0.601158,1.04427,2.63088,0.202724,0.232792,0.891058,0.334298,0.171968,0.770635,1.95923,0.179438,0.104493,0.653761,0.790582,0.938106,0.301339,0.345824,0.14644,0.436514,0.781805,0.111582,0.131146,3.20499,2.40683,1.57579,1.93101,0.177591,0.858801,0.240015,0.741873,0.0337374,0.248532,1.47276,0.625225,1.44556,1.21253,0.665945,0.203519,0.369344,0.274196,0.721627,1.00548,0.366877,0.602618,0.647593,0.60572,1.33753,0.225846,0.637213,0.0883997,0.680331,0.366865,0.0467073,0.619377,0.0295418,0.190486,0.626086,0.211068,0.251399,0.370808,2.6656,0.434605,0.2281,0.443789,0.433111,1.25827,0.675177,2.01906,0.494548,1.35469,0.307335,0.0893996,0.228657,3.45968,0.275991,0.287992,0.383901,0.279062,0.302464,0.216775,1.38449,0.333075,0.804808,0.616499,0.537658,0.0790032,0.201977,0.325486,1.05827,0.0889159,0.158182,0.221449,0.855069,1.35006,0.0727451,1.20648,4.03823e+09
0,-0.445632,0.337555,-0.208476,0.231276,-0.180877,-0.898704,0.834699,0.1278,-0.533462,-0.269499,-0.0167352,1.54695,0.455203,0.251467,-0.419021,-0.565374,-0.0994774,-0.333771,-0.218478,0.501455,-0.228539,0.180543,-0.188033,0.203446,-0.204108,2.2516,-0.026843,0.15148,0.0640354,-1.31292,-2.06083,0.451743,-0.243908,0.11487,-0.027719,-0.298483,-0.195866,-0.880025,0.149936,0.0195129,0.114913,0.297198,-0.939193,-0.8132,0.568019,0.17894,0.891238,-0.396894,-0.691638,-0.0225493,1.15836,-0.0263502,0.141612,-0.085273,-0.867059,0.291194,0.847744,-0.63981,0.197899,0.322147,-0.22675,-0.0298742,0.982848,-0.0235125,-0.0725672,0.141701,0.58961,0.35272,0.231313,-0.166392,-0.00730376,0.0891031,-0.348316,-0.0237483,-0.262612,0.782597,-0.117253,0.0576327,0.409436,-0.44737,-0.261788,-0.407246,0.05251,-0.327318,-0.296523,0.107413,0.197759,0.218077,-0.0936071,-0.974542,-0.057388,-0.202953,-0.166371,-0.429494,1.37605,0.0639082,-0.21707,-0.626797,1.28929,0.536048,0.302851,0.0562164,0.0776342,0.141645,0.333722,0.337954,1.06841,3.10657,0.381327,0.180763,0.216223,3.61787,0.778805,0.642063,1.82531,0.828236,0.51667,0.642323,10.1685,0.356797,0.674774,1.36063,1.92013,1.34013,0.205226,0.848475,2.81311,0.909067,0.998614,0.699298,0.970288,0.363479,0.231101,1.91565,0.18105,0.205533,0.146215,1.93064,0.622365,1.55469,0.0873793,0.631345,0.607551,0.272625,0.400064,0.503273,1.75281,1.27749,3.05902,1.08662,2.74685,0.247181,0.28896,0.730898,1.79907,1.03062,0.775827,1.23597,0.12177,0.269591,0.484401,0.163049,1.26791,0.201945,0.848589,0.365111,1.06753,0.732769,0.284764,0.786925,0.197062,0.89913,2.93786,0.770479,0.568525,0.438665,0.297859,2.03398,1.24149,0.186801,1.1819,0.10602,0.170825,0.157591,2.69045,0.734644,1.67915,0.364415,1.0707,0.96657,0.208384,0.294909,0.67797,0.271656,1.57102,0.741027,0.0179781,0.126857,2.46888,0.700179,0.343613,1.52938,2.10676e+11
0,-0.947725,0.187341,0.0197717,0.4737,-0.0700851,-0.9618,0.955885,0.345889,0.260649,0.142792,0.0348459,1.47964,0.49091,-0.0245725,-0.958915,-0.818297,0.051586,-0.606567,0.110004,-0.0905648,-0.246843,-0.0297342,-0.162148,0.266648,-0.00686217,2.47344,-0.403525,0.0192389,-0.241965,-1.37723,-1.33434,0.401704,0.25507,-0.238789,0.050162,-0.234589,-0.087522,-0.536738,0.49472,0.59574,-0.0721467,0.235582,-0.938006,0.945338,0.0701925,-0.572333,1.03106,-0.714896,-0.221427,0.0548895,0.882209,-0.024367,0.142346,0.358638,-0.9625,0.0817338,0.468332,0.00453994,0.226484,0.144383,-0.040824,-0.08713,0.974559,-0.0236122,-0.19086,0.229632,0.396727,0.362528,-0.0940917,0.00302442,0.0586064,-0.112029,-0.274823,-0.0525102,-0.341131,0.783095,-0.0996264,-0.0216888,0.849515,-0.130086,-0.0667401,-0.430368,-0.00032357,-0.256066,-0.389855,0.462724,0.00293911,0.238416,0.017502,-0.694078,-0.0767314,-0.321391,-0.37164,0.540897,2.03354,0.189043,-0.346944,0.232458,1.45589,0.452227,-0.0366587,0.143043,0.798603,0.78062,0.856957,0.260928,0.993648,1.05268,0.278066,0.745175,0.34019,0.499225,0.470837,0.151391,3.79811,0.388301,0.112185,0.238161,0.598937,1.45482,0.665388,0.227636,2.12761,0.211715,0.122313,1.15749,0.471696,0.429199,1.21822,3.0267,1.45877,0.588805,0.0639943,0.103328,0.22503,0.381344,0.510398,0.453277,0.150591,0.0872958,1.15407,1.48207,0.412413,0.865342,0.529007,0.0849078,2.02237,1.56038,0.926632,1.16873,1.00218,0.175157,0.324876,2.55391,1.62564,0.6756,0.666054,0.231903,2.41408,0.578479,0.423707,0.150349,0.803726,0.159296,0.516783,0.343606,1.17912,0.712118,0.0841911,0.743824,0.196633,0.358168,0.123148,0.0871076,0.107481,3.94581,1.47562,0.125175,1.87052,0.187625,0.120495,0.314979,0.170158,2.27328,0.47348,0.547084,0.60848,0.496346,0.23748,0.733796,0.237302,0.21286,0.421624,0.180298,0.628109,0.389726,0.0376476,0.900006,1.13479,0.514021,0.454153,1.33098,0.000930315
0,-0.457664,0.303691,0.0115298,0.253527,-0.107094,-0.695078,0.673666,0.0201457,0.152255,-0.160023,0.0697035,1.2756,0.37057,-0.158911,-0.95152,-0.758505,0.105857,0.0269626,-0.0542402,0.0823975,-0.0687483,0.158814,0.302723,0.302118,-0.216856,2.56975,0.408465,0.285636,-0.0505438,-1.71441,-1.48796,0.257842,-0.0215386,-0.20809,0.0511787,-0.570759,-0.0280934,-1.07601,-0.303741,-0.0339715,0.0121771,0.535362,-1.04301,-0.0173384,0.488149,-0.112568,0.707561,-0.840482,-0.18666,0.267888,0.667672,-0.0677846,0.0553516,0.205825,-0.655475,0.132971,0.865141,0.324635,0.206485,0.134865,-0.432686,-0.0971821,0.9912,-0.0419086,-0.198383,0.0114878,0.576192,0.149201,0.238087,-0.239057,0.25466,-0.00567781,-0.0951673,-0.157184,-0.351489,1.27832,-0.0990966,-0.123707,0.306326,0.050107,-0.538988,-0.20249,0.313356,-0.0760685,0.0786844,0.370058,0.531877,0.197955,0.26018,-0.455733,-0.0621336,-0.406967,-0.810087,-0.136307,1.9131,0.023363,0.0500773,0.16743,1.49889,0.47471,0.101385,0.328109,0.180629,0.192694,0.770341,0.963893,2.03727,0.505662,1.65955,1.09952,0.569546,1.67362,1.09201,0.127144,2.25407,0.215661,2.35081,0.440136,0.388939,2.6505,0.276439,0.204017,0.673363,1.21656,0.111392,0.93216,0.81108,0.496429,0.175783,0.913843,2.21399,0.902346,0.703393,0.163175,2.2181,0.72666,0.141627,1.37011,0.130494,1.09456,0.296987,1.55181,0.596449,7.19927,0.4353,0.911407,1.0134,2.40421,0.692426,0.174679,0.464313,0.317703,0.439065,0.141254,1.37463,0.677334,0.374224,0.357167,0.188093,1.28002,0.245637,0.919286,1.76394,0.466336,0.616081,0.523127,0.547051,0.70905,0.450298,1.39232,0.129603,0.699038,0.536909,0.679577,0.384998,0.49564,1.66464,0.70901,0.917582,0.26497,0.506444,0.294755,0.20807,0.103405,0.71887,0.39968,0.0667194,0.227923,0.225907,1.86062,0.107979,0.654464,0.353623,0.515686,0.561061,0.324442,2.69313,0.27943,0.892807,0.282734,0.287629,1.47081,63.8221
